node_id,layer,velocity_ms,altitude_km,doppler_hz,rssi_dbm,velocity_deviation,gps_distance_km,timestamp_delta_ms,traffic_encoded,layer_encoded,is_spoofed
LEO_01,LEO,7801.33,550,-46284.65,-82.02,1.33,30.7738,963,0,1,0
HAPS_01,HAPS,24.05,20,254.64,-65.04,9.05,41.7024,979,0,0,0
LEO_01,LEO,7799.12,550,-18156.41,-83.04,0.88,14.97,1033,0,1,0
MEO_01,MEO,3894.16,8000,-5368.38,-97.38,5.84,52.1019,960,0,2,0
HAPS_01,HAPS,16.09,20,-409.94,-67.89,1.09,46.2692,999,0,0,0
LEO_01,LEO,23.45,550,32921.92,-83.09,7776.55,64.0954,1000,2,1,1
HAPS_01,HAPS,23.93,20,259.29,-62.07,8.93,9.4593,973,0,0,0
HAPS_01,HAPS,20.26,20,-108.78,-67.25,5.26,47.5381,990,0,0,0
GEO_01,GEO,3092.9,35786,581.32,-102.98,7.1,1.0566,1022,0,3,0
LEO_01,LEO,7809.61,550,25109.32,-87.57,9.61,46.3723,1041,1,1,0
GEO_01,GEO,3107.12,35786,599.91,-107.05,7.12,40.3761,0,2,3,1
HAPS_01,HAPS,9.12,20,-357.59,-66.35,5.88,15.3218,1017,0,0,0
GEO_01,GEO,3092.59,35786,-60.95,-102.55,7.41,54.5263,1034,0,3,0
MEO_01,MEO,3907.46,8000,-7196.5,-94.97,7.46,39.4421,1036,0,2,0
HAPS_01,HAPS,11.55,20,212.09,-63.75,3.45,21.4446,984,0,0,0
LEO_01,LEO,34.11,550,18243.06,-80.8,7765.89,111.3944,1027,2,1,1
LEO_01,LEO,7802.35,550,24036.49,-83.55,2.35,46.0592,1007,0,1,0
MEO_01,MEO,3906.2,8000,-9593.6,-97.87,6.2,53.9428,1021,0,2,0
HAPS_01,HAPS,22.15,20,-156.31,-66.33,7.15,66.1,0,2,0,1
LEO_01,LEO,7792.85,550,-32757.29,-87.3,7.15,47.1161,988,0,1,0
HAPS_01,HAPS,15.91,20,-212.11,-62.08,0.91,43.0357,959,0,0,0
LEO_01,LEO,7805.94,550,43901.9,-85.6,5.94,5397.1319,964,2,1,1
MEO_01,MEO,3902.47,8000,8889.8,-96.24,2.47,27.5133,1032,0,2,0
LEO_01,LEO,7797.17,550,-34544.98,-87.83,2.83,36.8743,988,0,1,0
HAPS_01,HAPS,20.59,20,425.36,-66.47,5.59,29.1187,1018,0,0,0
HAPS_01,HAPS,12.83,20,-486.81,-63.21,2.17,37.8308,1035,0,0,0
HAPS_01,HAPS,15.61,20,154.84,-62.19,0.61,48.617,958,0,0,0
GEO_01,GEO,3093.05,35786,-788.77,-102.51,6.95,17.7174,968,0,3,0
GEO_01,GEO,3098.34,35786,-734.32,-108.0,1.66,60.1527,977,0,3,0
LEO_01,LEO,7806.17,550,9500.54,-86.29,6.17,31.0692,0,2,1,1
LEO_01,LEO,7808.06,550,14637.27,-82.73,8.06,51.384,965,2,1,0
HAPS_01,HAPS,8.19,20,-335.63,-64.18,6.81,54.0774,0,2,0,1
HAPS_01,HAPS,12.78,20,20.55,-63.15,2.22,51.7501,985,0,0,0
LEO_01,LEO,14.69,550,-5459.9,-86.12,7785.31,46.9508,1006,2,1,1
LEO_01,LEO,7794.79,550,-6324.67,-85.08,5.21,46.027,960,0,1,0
GEO_01,GEO,3107.54,35786,-203.59,-104.19,7.54,59.5418,978,0,3,0
GEO_01,GEO,3091.65,35786,-423.15,-105.12,8.35,33.7583,970,0,3,0
GEO_01,GEO,3101.49,35786,-774.88,-103.24,1.49,27.6573,1008,1,3,0
LEO_01,LEO,7808.24,550,1193.85,-85.91,8.24,74.0705,986,0,1,0
GEO_01,GEO,3090.12,35786,984.87,-103.61,9.88,54.7155,954,0,3,0
MEO_01,MEO,3890.43,8000,-1024.88,-96.5,9.57,21.2153,967,0,2,0
GEO_01,GEO,3100.23,35786,168.08,-102.22,0.23,34.4807,1011,1,3,0
MEO_01,MEO,3906.08,8000,-7552.76,-92.6,6.08,14.0184,997,0,2,0
MEO_01,MEO,3904.64,8000,-7094.77,-97.52,4.64,48.5701,1024,0,2,0
GEO_01,GEO,3103.09,35786,-531.58,-104.72,3.09,52.0726,981,0,3,0
MEO_01,MEO,3890.45,8000,7245.03,-93.66,9.55,57.345,1020,0,2,0
HAPS_01,HAPS,21.3,20,-137.36,-64.56,6.3,55.1347,1037,0,0,0
MEO_01,MEO,3901.55,8000,-3746.57,-92.95,1.55,55.245,994,0,2,0
LEO_01,LEO,7808.52,550,29052.53,-84.05,8.52,60.8261,1039,0,1,0
HAPS_01,HAPS,4.08,20,-170.87,-60.15,10.92,89.7659,1041,2,0,1
LEO_01,LEO,7809.09,550,-11823.78,-82.45,9.09,49.6053,1011,0,1,0
HAPS_01,HAPS,22.86,20,-138.0,-65.42,7.86,44.6246,978,0,0,0
HAPS_01,HAPS,10.07,20,196.32,-65.03,4.93,4727.0936,988,2,0,1
MEO_01,MEO,3907.77,8000,-1843.33,-96.41,7.77,31.2858,1014,0,2,0
MEO_01,MEO,3891.54,8000,6324.14,-94.3,8.46,39.4482,997,0,2,0
HAPS_01,HAPS,2.22,20,374.26,-61.85,12.78,109.1729,1047,2,0,1
MEO_01,MEO,3891.31,8000,-1972.66,-97.09,8.69,51.7745,979,1,2,0
LEO_01,LEO,7802.57,550,-43678.05,-85.35,2.57,28.0549,1026,1,1,0
LEO_01,LEO,7805.02,550,37449.93,-82.87,5.02,65.2616,0,2,1,1
GEO_01,GEO,3094.35,35786,-836.58,-103.9,5.65,36.0983,975,0,3,0
MEO_01,MEO,3906.7,8000,741.29,-94.9,6.7,38.762,1045,0,2,0
HAPS_01,HAPS,14.4,20,-467.36,-66.27,0.6,55.8358,979,0,0,0
LEO_01,LEO,7793.74,550,-14104.33,-83.92,6.26,47.667,1026,0,1,0
HAPS_01,HAPS,12.02,20,4.32,-66.9,2.98,30.331,954,0,0,0
MEO_01,MEO,3906.3,8000,3444.64,-95.88,6.3,23.8692,968,0,2,0
LEO_01,LEO,7792.57,550,6793.75,-87.59,7.43,52.6935,957,0,1,0
HAPS_01,HAPS,20.23,20,222.42,-62.41,5.23,50.4972,1023,0,0,0
HAPS_01,HAPS,3.39,20,-206.41,-61.4,11.61,74.0939,961,2,0,1
GEO_01,GEO,3105.39,35786,343.1,-106.93,5.39,54.9824,983,0,3,0
LEO_01,LEO,7806.0,550,19028.88,-87.33,6.0,24.6314,982,0,1,0
LEO_01,LEO,7794.85,550,29728.67,-87.69,5.15,16.2884,1048,0,1,0
GEO_01,GEO,3097.2,35786,-223.84,-106.94,2.8,28.8563,1010,0,3,0
HAPS_01,HAPS,22.61,20,216.93,-63.2,7.61,40.7529,962,0,0,0
MEO_01,MEO,3894.72,8000,-1432.33,-94.5,5.28,52.4031,1005,0,2,0
LEO_01,LEO,7800.44,550,49999.24,-87.59,0.44,43.7475,1024,0,1,0
MEO_01,MEO,3903.25,8000,-6648.03,-96.93,3.25,51.0508,960,0,2,0
LEO_01,LEO,7808.51,550,27591.37,-85.63,8.51,36.0182,975,1,1,0
LEO_01,LEO,7797.28,550,-24082.04,-82.65,2.72,6491.529,970,2,1,1
LEO_01,LEO,7795.93,550,-34617.18,-85.47,4.07,54.7167,0,2,1,1
HAPS_01,HAPS,14.41,20,203.68,-66.99,0.59,37.4665,1018,0,0,0
LEO_01,LEO,7801.73,550,37292.28,-87.82,1.73,31.6949,1018,0,1,0
LEO_01,LEO,7794.08,550,-48016.39,-87.95,5.92,28.9847,951,0,1,0
LEO_01,LEO,7809.81,550,-25631.59,-88.58,9.81,5032.3746,1041,2,1,1
HAPS_01,HAPS,11.97,20,242.78,-66.5,3.03,36.391,1040,0,0,0
HAPS_01,HAPS,13.75,20,-213.91,-66.79,1.25,44.7649,974,0,0,0
GEO_01,GEO,3092.27,35786,814.5,-105.43,7.73,14.3314,981,0,3,0
LEO_01,LEO,7799.94,550,-35643.12,-87.21,0.06,26.4345,963,0,1,0
LEO_01,LEO,7802.8,550,-5983.46,-83.53,2.8,31.0315,960,0,1,0
HAPS_01,HAPS,6.35,20,-442.08,-66.82,8.65,46.6492,1033,0,0,0
LEO_01,LEO,7805.17,550,-42230.67,-84.16,5.17,11.9739,1037,1,1,0
LEO_01,LEO,7803.78,550,-37872.67,-82.62,3.78,62.4784,1045,0,1,0
MEO_01,MEO,3892.54,8000,-82.99,-94.9,7.46,46.753,988,0,2,0
LEO_01,LEO,7795.51,550,-3837.74,-86.59,4.49,49.4192,972,0,1,0
MEO_01,MEO,3897.36,8000,-7015.41,-93.22,2.64,37.8647,964,0,2,0
MEO_01,MEO,3908.88,8000,-7473.66,-92.21,8.88,43.6523,973,0,2,0
MEO_01,MEO,3896.85,8000,2939.89,-93.42,3.15,32.0462,995,0,2,0
HAPS_01,HAPS,16.73,20,412.18,-64.07,1.73,44.8774,959,0,0,0
LEO_01,LEO,7797.42,550,46917.04,-85.86,2.58,61.1761,1027,0,1,0
HAPS_01,HAPS,21.25,20,211.47,-62.74,6.25,45.1959,973,0,0,0
GEO_01,GEO,3093.25,35786,-203.04,-105.18,6.75,49.3394,989,0,3,0
HAPS_01,HAPS,21.16,20,-43.02,-67.0,6.16,31.6229,991,0,0,0
GEO_01,GEO,3097.29,35786,-727.46,-103.35,2.71,53.1581,1001,0,3,0
LEO_01,LEO,7807.32,550,35898.28,-89.75,7.32,5860.8174,1010,2,1,1
HAPS_01,HAPS,8.27,20,-265.91,-64.12,6.73,50.1098,999,0,0,0
LEO_01,LEO,7804.01,550,12785.46,-84.82,4.01,29.0946,1035,0,1,0
HAPS_01,HAPS,10.0,20,-165.55,-67.34,5.0,43.513,959,0,0,0
MEO_01,MEO,3908.19,8000,-7542.41,-95.8,8.19,66.1408,999,0,2,0
LEO_01,LEO,7804.98,550,49283.62,-85.71,4.98,52.2969,1042,0,1,0
MEO_01,MEO,3905.21,8000,3606.98,-97.86,5.21,41.5312,957,0,2,0
LEO_01,LEO,7786.9,550,6273.7,-89.58,13.1,5146.7617,1043,2,1,1
LEO_01,LEO,7806.87,550,-32342.47,-84.64,6.87,70.9079,969,1,1,0
MEO_01,MEO,3898.35,8000,-5558.55,-97.29,1.65,28.634,1031,0,2,0
LEO_01,LEO,7808.37,550,47532.9,-82.58,8.37,59.7796,962,0,1,0
MEO_01,MEO,3898.46,8000,8727.05,-92.55,1.54,38.5934,1024,0,2,0
MEO_01,MEO,3898.77,8000,-2145.84,-92.17,1.23,64.0663,1029,0,2,0
HAPS_01,HAPS,16.31,20,-95.12,-65.15,1.31,45.5012,1006,0,0,0
HAPS_01,HAPS,14.59,20,141.53,-62.0,0.41,47.4156,1034,0,0,0
LEO_01,LEO,7804.55,550,-18460.88,-85.24,4.55,30.6929,968,0,1,0
LEO_01,LEO,7796.41,550,-1771.27,-87.31,3.59,49.4477,1034,0,1,0
GEO_01,GEO,812.84,35786,-858.93,-105.31,2287.16,72.7246,1002,2,3,1
LEO_01,LEO,7808.92,550,26484.89,-84.98,8.92,56.9148,1001,0,1,0
HAPS_01,HAPS,24.06,20,235.38,-68.68,9.06,5368.1258,1037,2,0,1
LEO_01,LEO,7794.97,550,13990.78,-85.57,5.03,34.371,0,2,1,1
MEO_01,MEO,3905.11,8000,-1890.3,-93.33,5.11,72.2394,991,0,2,0
MEO_01,MEO,3901.8,8000,3953.78,-96.24,1.8,37.6825,0,2,2,1
LEO_01,LEO,7803.46,550,-38729.74,-82.75,3.46,55.3544,958,0,1,0
GEO_01,GEO,3103.15,35786,-108.41,-101.24,3.15,6875.7539,982,2,3,1
LEO_01,LEO,7802.75,550,-24906.26,-84.44,2.75,45.5041,986,0,1,0
LEO_01,LEO,7793.62,550,10167.52,-82.2,6.38,24.3834,0,2,1,1
MEO_01,MEO,3903.07,8000,-1742.83,-97.66,3.07,12.4671,993,0,2,0
GEO_01,GEO,3109.57,35786,243.16,-102.57,9.57,62.8881,997,0,3,0
GEO_01,GEO,3100.25,35786,-277.01,-104.7,0.25,50.8517,991,0,3,0
GEO_01,GEO,3107.41,35786,406.68,-104.33,7.41,6611.9724,1018,2,3,1
HAPS_01,HAPS,20.98,20,-56.37,-67.53,5.98,54.2855,0,2,0,1
MEO_01,MEO,3904.87,8000,-3007.88,-97.86,4.87,45.3337,976,0,2,0
LEO_01,LEO,7795.92,550,33295.01,-86.33,4.08,26.2687,957,0,1,0
HAPS_01,HAPS,9.2,20,-402.87,-64.15,5.8,44.3951,981,0,0,0
LEO_01,LEO,35.48,550,-47562.05,-89.07,7764.52,92.7715,1010,2,1,1
HAPS_01,HAPS,7.05,20,-202.98,-64.18,7.95,4740.256,1006,2,0,1
GEO_01,GEO,3102.77,35786,-147.24,-107.95,2.77,37.0259,1043,0,3,0
GEO_01,GEO,3103.98,35786,-237.17,-104.57,3.98,46.5119,981,0,3,0
LEO_01,LEO,7790.7,550,-40540.75,-83.61,9.3,27.0196,990,2,1,0
GEO_01,GEO,3096.8,35786,-626.79,-103.63,3.2,50.9101,951,0,3,0
MEO_01,MEO,3892.15,8000,-5102.11,-94.93,7.85,42.8503,0,2,2,1
LEO_01,LEO,7807.92,550,-38228.44,-84.57,7.92,34.1886,1035,0,1,0
GEO_01,GEO,3109.06,35786,-747.34,-104.71,9.06,60.4711,1027,0,3,0
HAPS_01,HAPS,16.02,20,323.31,-65.46,1.02,2.0206,961,1,0,0
MEO_01,MEO,3892.3,8000,-2599.4,-96.14,7.7,28.6891,1017,0,2,0
HAPS_01,HAPS,12.68,20,-64.57,-62.18,2.32,60.2018,1031,0,0,0
HAPS_01,HAPS,19.52,20,-69.59,-66.95,4.52,39.002,1028,0,0,0
LEO_01,LEO,7793.47,550,7939.26,-85.46,6.53,45.1571,956,0,1,0
MEO_01,MEO,3898.21,8000,-5465.06,-92.6,1.79,50.0598,1048,0,2,0
MEO_01,MEO,3897.13,8000,1097.11,-96.77,2.87,49.02,952,0,2,0
LEO_01,LEO,7796.48,550,11115.36,-87.81,3.52,39.027,1024,0,1,0
MEO_01,MEO,3889.67,8000,-7955.71,-91.91,10.33,5460.8324,1009,2,2,1
HAPS_01,HAPS,11.02,20,254.32,-62.08,3.98,10.5704,955,0,0,0
HAPS_01,HAPS,13.04,20,-9.92,-66.47,1.96,6.0752,1002,0,0,0
MEO_01,MEO,3897.05,8000,-6317.31,-97.81,2.95,59.7632,1023,0,2,0
MEO_01,MEO,3907.77,8000,-1812.5,-95.06,7.77,52.1036,985,0,2,0
HAPS_01,HAPS,27.88,20,-276.02,-62.88,12.88,5104.0439,1045,2,0,1
MEO_01,MEO,3905.58,8000,6651.16,-93.77,5.58,26.7066,997,0,2,0
GEO_01,GEO,3092.84,35786,873.38,-104.89,7.16,56.9549,1019,0,3,0
MEO_01,MEO,3909.31,8000,-6927.53,-93.77,9.31,16.5798,993,0,2,0
MEO_01,MEO,3908.83,8000,2791.61,-99.49,8.83,6469.2024,1026,2,2,1
HAPS_01,HAPS,19.12,20,81.65,-63.94,4.12,9.0621,0,2,0,1
LEO_01,LEO,7799.39,550,17941.61,-86.44,0.61,22.0975,1048,0,1,0
GEO_01,GEO,3107.31,35786,-380.04,-104.33,7.31,20.3042,961,0,3,0
HAPS_01,HAPS,24.25,20,-198.05,-67.99,9.25,45.2013,1025,0,0,0
HAPS_01,HAPS,3.54,20,171.05,-60.65,11.46,52.3074,1014,2,0,1
GEO_01,GEO,3096.43,35786,-474.68,-103.14,3.57,36.4436,1033,0,3,0
HAPS_01,HAPS,15.38,20,-275.31,-63.44,0.38,18.8768,1003,0,0,0
GEO_01,GEO,3107.53,35786,590.15,-103.59,7.53,31.6998,1036,0,3,0
LEO_01,LEO,7806.54,550,-7318.54,-85.76,6.54,30.9217,1028,0,1,0
HAPS_01,HAPS,5.78,20,187.98,-64.32,9.22,32.5627,1017,0,0,0
GEO_01,GEO,3096.56,35786,618.74,-104.3,3.44,46.739,1042,0,3,0
MEO_01,MEO,7877.59,8000,-2707.86,-94.36,3977.59,25.072,1025,2,2,1
HAPS_01,HAPS,5.0,20,-199.4,-62.32,10.0,34.612,1006,0,0,0
GEO_01,GEO,3092.89,35786,9.13,-102.64,7.11,38.9667,954,0,3,0
MEO_01,MEO,3898.4,8000,2446.56,-97.59,1.6,35.4063,952,0,2,0
GEO_01,GEO,3102.4,35786,605.26,-106.56,2.4,43.6539,1016,0,3,0
MEO_01,MEO,3904.36,8000,5237.11,-97.19,4.36,26.2858,961,0,2,0
MEO_01,MEO,3902.26,8000,8856.88,-94.59,2.26,28.6664,986,0,2,0
HAPS_01,HAPS,12.5,20,-157.34,-65.86,2.5,4491.6847,1014,2,0,1
LEO_01,LEO,7798.05,550,45128.19,-83.06,1.95,33.7871,1021,0,1,0
GEO_01,GEO,3100.66,35786,343.54,-102.65,0.66,56.0489,988,1,3,0
HAPS_01,HAPS,7.51,20,-29.1,-62.82,7.49,24.5054,1022,1,0,0
LEO_01,LEO,7807.79,550,-3576.42,-84.31,7.79,16.1267,995,0,1,0
HAPS_01,HAPS,18.73,20,60.18,-64.32,3.73,16.9145,1009,0,0,0
LEO_01,LEO,7805.7,550,-14090.86,-86.23,5.7,28.1978,1031,0,1,0
MEO_01,MEO,3898.97,8000,6180.51,-94.34,1.03,42.3596,998,0,2,0
HAPS_01,HAPS,13.02,20,-195.02,-67.28,1.98,5473.6664,1027,2,0,1
HAPS_01,HAPS,5.23,20,-335.59,-66.64,9.77,53.5659,981,0,0,0
GEO_01,GEO,3108.26,35786,20.08,-107.53,8.26,28.4204,1002,0,3,0
LEO_01,LEO,7796.84,550,2923.55,-82.87,3.16,31.8332,993,0,1,0
LEO_01,LEO,7793.3,550,-26609.38,-86.96,6.7,36.4146,984,0,1,0
LEO_01,LEO,7793.8,550,9572.9,-86.14,6.2,32.8804,0,2,1,1
HAPS_01,HAPS,2.12,20,-36.38,-69.53,12.88,65.2843,1025,2,0,1
HAPS_01,HAPS,12.48,20,432.51,-64.77,2.52,52.8672,1003,0,0,0
MEO_01,MEO,3901.54,8000,4602.37,-97.42,1.54,37.7412,974,1,2,0
HAPS_01,HAPS,2.97,20,-241.31,-62.72,12.03,117.0311,1030,2,0,1
LEO_01,LEO,7803.25,550,-45249.08,-83.43,3.25,38.3583,978,0,1,0
GEO_01,GEO,3097.64,35786,769.01,-102.29,2.36,14.3385,969,0,3,0
GEO_01,GEO,3110.4,35786,889.28,-104.79,10.4,6221.5506,1005,2,3,1
MEO_01,MEO,3899.68,8000,-9452.54,-94.38,0.32,51.3792,0,2,2,1
MEO_01,MEO,3892.23,8000,-5216.92,-95.76,7.77,42.4711,0,2,2,1
HAPS_01,HAPS,20.74,20,-13.85,-64.0,5.74,6.6071,1022,0,0,0
MEO_01,MEO,3893.56,8000,9274.83,-95.49,6.44,51.0163,1017,0,2,0
HAPS_01,HAPS,6.01,20,-116.4,-67.48,8.99,42.2355,1030,0,0,0
MEO_01,MEO,3904.7,8000,-4144.47,-97.06,4.7,59.9514,1010,0,2,0
GEO_01,GEO,3105.53,35786,-380.42,-103.89,5.53,19.8132,993,0,3,0
LEO_01,LEO,7791.23,550,-7374.81,-82.98,8.77,42.7516,989,1,1,0
HAPS_01,HAPS,15.81,20,469.87,-66.2,0.81,36.7676,1042,0,0,0
LEO_01,LEO,7808.17,550,-48083.92,-86.84,8.17,11.2162,986,0,1,0
HAPS_01,HAPS,1.61,20,-279.87,-64.95,13.39,97.0376,1010,2,0,1
HAPS_01,HAPS,10.64,20,198.85,-62.88,4.36,26.0286,981,0,0,0
GEO_01,GEO,3090.07,35786,-181.89,-104.18,9.93,34.1617,970,1,3,0
GEO_01,GEO,3092.96,35786,-927.33,-106.08,7.04,22.069,981,0,3,0
MEO_01,MEO,3899.02,8000,-6754.43,-95.66,0.98,71.8508,973,0,2,0
LEO_01,LEO,7803.51,550,-10932.38,-87.4,3.51,49.3665,1008,0,1,0
MEO_01,MEO,3909.37,8000,8738.37,-93.47,9.37,18.4816,1037,0,2,0
LEO_01,LEO,7803.12,550,25372.78,-84.57,3.12,22.1976,1019,0,1,0
HAPS_01,HAPS,13.78,20,-373.28,-63.59,1.22,43.3884,960,0,0,0
GEO_01,GEO,3092.11,35786,132.54,-104.43,7.89,25.2313,1037,0,3,0
LEO_01,LEO,7794.21,550,-34815.21,-85.46,5.79,57.5711,965,0,1,0
MEO_01,MEO,3892.16,8000,1328.84,-97.05,7.84,19.1342,998,0,2,0
MEO_01,MEO,3902.8,8000,-3120.81,-96.98,2.8,54.0805,996,1,2,0
MEO_01,MEO,3909.23,8000,8793.86,-96.76,9.23,20.3557,989,0,2,0
LEO_01,LEO,7799.48,550,-42706.56,-85.11,0.52,52.0083,974,0,1,0
LEO_01,LEO,7805.02,550,-7285.71,-82.96,5.02,53.4683,997,0,1,0
GEO_01,GEO,3093.3,35786,-273.63,-105.65,6.7,45.0328,1049,0,3,0
MEO_01,MEO,3904.89,8000,243.54,-96.79,4.89,56.0024,951,1,2,0
LEO_01,LEO,7795.01,550,-45412.49,-83.84,4.99,63.1148,969,0,1,0
HAPS_01,HAPS,21.78,20,196.88,-67.67,6.78,41.4768,1014,0,0,0
LEO_01,LEO,7809.96,550,-30963.37,-85.55,9.96,19.625,984,0,1,0
LEO_01,LEO,7794.98,550,19015.26,-84.62,5.02,39.2657,974,0,1,0
GEO_01,GEO,3110.36,35786,-598.25,-107.21,10.36,5775.4087,968,2,3,1
HAPS_01,HAPS,4.09,20,-417.57,-64.83,10.91,45.8702,1025,2,0,1
MEO_01,MEO,3907.13,8000,8430.18,-92.35,7.13,70.2817,1026,0,2,0
MEO_01,MEO,3902.74,8000,-8532.97,-94.83,2.74,41.4501,995,0,2,0
HAPS_01,HAPS,22.37,20,-6.07,-66.11,7.37,59.366,990,0,0,0
GEO_01,GEO,3102.38,35786,967.25,-105.78,2.38,39.9827,1026,0,3,0
LEO_01,LEO,7801.77,550,-21670.21,-84.64,1.77,57.6945,969,0,1,0
LEO_01,LEO,7800.0,550,-48135.54,-87.07,0.0,5333.7427,958,2,1,1
HAPS_01,HAPS,18.81,20,491.82,-63.26,3.81,27.8495,998,0,0,0
HAPS_01,HAPS,12.57,20,386.91,-67.19,2.43,21.6618,999,0,0,0
MEO_01,MEO,3909.85,8000,7650.46,-96.4,9.85,7.2824,960,0,2,0
HAPS_01,HAPS,23.15,20,-138.75,-65.18,8.15,66.8513,991,0,0,0
GEO_01,GEO,868.75,35786,-257.62,-106.62,2231.25,59.0824,1021,2,3,1
LEO_01,LEO,7803.66,550,44243.52,-87.21,3.66,67.1619,0,2,1,1
MEO_01,MEO,3895.36,8000,-8031.89,-94.92,4.64,31.5414,1021,0,2,0
MEO_01,MEO,3905.08,8000,5047.47,-94.08,5.08,47.1226,987,0,2,0
LEO_01,LEO,7795.76,550,6318.99,-82.46,4.24,62.4602,1043,0,1,0
HAPS_01,HAPS,3.63,20,14.91,-64.27,11.37,82.0997,975,2,0,1
LEO_01,LEO,7804.56,550,-35511.56,-84.43,4.56,15.9136,1003,0,1,0
GEO_01,GEO,3108.96,35786,-71.45,-106.34,8.96,67.1879,0,2,3,1
HAPS_01,HAPS,19.78,20,-245.03,-65.75,4.78,8.1702,987,0,0,0
HAPS_01,HAPS,5.11,20,336.0,-67.41,9.89,57.0602,0,2,0,1
MEO_01,MEO,3894.8,8000,-7569.59,-93.68,5.2,54.6853,1023,0,2,0
LEO_01,LEO,7808.73,550,-30980.86,-84.57,8.73,21.3056,1014,0,1,0
MEO_01,MEO,3900.12,8000,8004.72,-95.38,0.12,45.1836,950,0,2,0
GEO_01,GEO,3098.22,35786,141.98,-106.51,1.78,27.0774,965,0,3,0
GEO_01,GEO,3106.32,35786,-216.83,-104.21,6.32,41.8043,1032,0,3,0
HAPS_01,HAPS,18.53,20,-262.47,-65.33,3.53,28.0235,1018,0,0,0
MEO_01,MEO,3893.18,8000,-8209.1,-95.32,6.82,22.8801,953,1,2,0
GEO_01,GEO,521.78,35786,-392.36,-101.84,2578.22,133.1605,997,2,3,1
MEO_01,MEO,3891.92,8000,-8337.11,-92.21,8.08,35.1772,974,0,2,0
LEO_01,LEO,9.52,550,17700.46,-86.14,7790.48,110.4067,1047,2,1,1
GEO_01,GEO,3101.41,35786,418.14,-104.61,1.41,55.1783,0,2,3,1
MEO_01,MEO,3892.37,8000,-7207.98,-95.49,7.63,38.1098,1013,0,2,0
GEO_01,GEO,3104.63,35786,-485.6,-104.72,4.63,7.1167,980,0,3,0
HAPS_01,HAPS,14.6,20,-149.64,-65.6,0.4,9.66,0,2,0,1
HAPS_01,HAPS,20.99,20,497.96,-65.22,5.99,36.5618,968,0,0,0
MEO_01,MEO,3898.79,8000,-7386.46,-94.61,1.21,5971.0138,1044,2,2,1
LEO_01,LEO,7803.01,550,-38617.85,-86.68,3.01,50.9296,958,0,1,0
GEO_01,GEO,3100.77,35786,-963.79,-105.31,0.77,67.8586,1039,0,3,0
GEO_01,GEO,3091.96,35786,559.24,-106.3,8.04,70.3155,1017,0,3,0
GEO_01,GEO,3099.65,35786,-765.51,-103.02,0.35,29.8134,970,0,3,0
HAPS_01,HAPS,5.21,20,73.65,-66.18,9.79,10.6857,1038,0,0,0
MEO_01,MEO,3908.05,8000,7396.53,-92.39,8.05,37.2143,1044,0,2,0
MEO_01,MEO,3893.4,8000,-6120.62,-92.04,6.6,37.3455,973,0,2,0
GEO_01,GEO,3096.26,35786,-367.0,-104.13,3.74,42.2897,957,0,3,0
MEO_01,MEO,3896.21,8000,3634.78,-97.88,3.79,8.0442,995,0,2,0
LEO_01,LEO,7807.97,550,-16053.5,-83.95,7.97,13.3364,1044,0,1,0
LEO_01,LEO,7804.02,550,44788.21,-82.05,4.02,31.5299,977,0,1,0
HAPS_01,HAPS,17.51,20,-25.86,-65.69,2.51,41.8466,1027,0,0,0
GEO_01,GEO,3096.69,35786,270.54,-107.1,3.31,21.7755,964,0,3,0
LEO_01,LEO,7786.99,550,8522.48,-81.28,13.01,6186.9692,1050,2,1,1
HAPS_01,HAPS,24.24,20,139.0,-66.17,9.24,35.1759,1038,0,0,0
LEO_01,LEO,7804.81,550,-7978.48,-85.56,4.81,26.7446,1021,0,1,0
LEO_01,LEO,7794.94,550,37591.19,-84.13,5.06,46.1102,950,0,1,0
MEO_01,MEO,3890.98,8000,-5502.37,-94.11,9.02,52.0372,1047,0,2,0
MEO_01,MEO,3896.37,8000,-4568.55,-96.5,3.63,55.4673,957,0,2,0
MEO_01,MEO,7527.91,8000,7794.44,-97.35,3627.91,75.9485,1005,2,2,1
GEO_01,GEO,3096.19,35786,728.67,-107.04,3.81,41.2801,951,0,3,0
HAPS_01,HAPS,8.33,20,477.31,-64.76,6.67,27.8644,1039,0,0,0
HAPS_01,HAPS,13.58,20,24.93,-65.16,1.42,57.9627,1035,0,0,0
MEO_01,MEO,3903.0,8000,-7720.52,-92.92,3.0,53.4357,1005,0,2,0
HAPS_01,HAPS,20.65,20,-338.53,-62.45,5.65,38.5354,1005,0,0,0
GEO_01,GEO,3109.52,35786,-716.51,-106.26,9.52,55.916,1030,0,3,0
MEO_01,MEO,3906.13,8000,-1043.69,-97.48,6.13,58.6683,967,0,2,0
GEO_01,GEO,3097.89,35786,951.36,-106.47,2.11,28.7813,1022,0,3,0
GEO_01,GEO,3102.16,35786,-372.0,-103.4,2.16,58.463,1043,0,3,0
HAPS_01,HAPS,5.09,20,109.95,-67.7,9.91,39.5432,0,2,0,1
LEO_01,LEO,7800.87,550,10184.67,-86.43,0.87,16.9681,996,0,1,0
LEO_01,LEO,7798.09,550,45082.14,-85.95,1.91,54.3064,952,0,1,0
LEO_01,LEO,7799.73,550,-44428.06,-87.8,0.27,25.194,993,0,1,0
MEO_01,MEO,3908.63,8000,-5453.53,-93.11,8.63,25.4818,972,0,2,0
